email;label
on sat NUMBER aug NUMBER adam l beberg wrote and yet still noone is out there creating _public domain_ content is there even one person out there can can even begin to talk without being a complete hypocrite and no the open source people cant talk either the gpl aint even close i know i cant talk all my music is in the public domain there are others URL ;0
 if the creator didnt say you could have it without paying it s theft so simple hell that s even in all the major holy books wow i ve got a great idea i ll hire a skywriter to write you can t look at this without paying then lock up everybody who looked at it and didn t pay it can t fail jesus is on my side URL ;0
lucas gonze senders should vary the recipient list to include non targets like party officials and to exclude targets enough to give them plausible deniability which means the sender has a list of who the true targets are and who the fake targets are and scripts for mixing these on the receiving side my email client distinguishes between messages that are read and messages that are not i like to mark or save messages that are particularly interresting or important to me and even if i make a point to delete suspicious material immediately upon reading it even that might leave an interesting kind of trace on my machine sorry but i don t buy the argument that spam protects people who want to distribute or see material the government disapproves _________________________________________________________________ msn photos is the easiest way to share and print your photos URL URL ;0
russell turpin wrote on the receiving side my email client distinguishes between messages that are read and messages that are not i like to mark or save messages that are particularly interresting or important to me and even if i make a point to delete suspicious material immediately upon reading it even that might leave an interesting kind of trace on my machine you choose to have your email client do that you don t have to short of palladium you can do whatever you want with bytes you hold including reading messages and erasing the traces i ll buy a chocolate sundae for anyone who can show otherwise an attacker might be able to verify that you have read a message e g by seeing that you saved and edited a copy but not that you haven t if your email client was compromised you could put a packet sniffer on the line before downloading mail if an attacker installed a packet sniffer sniffer you could run it in a spoofing vm the only exception to the rule that your machine belongs to you is maybe palladium lucas URL ;0
 begin forwarded text date sat NUMBER aug NUMBER NUMBER NUMBER NUMBER NUMBER to r a hettinga rah shipwright com from somebody subject re ouch ouch ouch ouch ouch was re my brain hurts and then there was the one from prairie home companion q why is a viola larger than a violin a it just looks that way because a violin player s head is bigger begin forwarded text status ro delivered to fork URL from joseph s barrera iii joe barrera org organization rose garden funeral of sores user agent mutt NUMBER NUMBER NUMBER NUMBER to flatware or road kill fork URL subject re ouch ouch ouch ouch ouch was re my brain hurts sender fork admin URL date wed NUMBER jul NUMBER NUMBER NUMBER NUMBER NUMBER there are so many good musician jokes a couple of my favorites q what s the difference between a viola and a violin a a viola burns longer q what s the definition of a minor second a two oboes playing in unison joe URL end forwarded text r a hettinga mailto rah ibuc com the internet bearer underwriting corporation URL NUMBER farquhar street boston ma NUMBER usa however it may deserve respect for its usefulness and antiquity predicting the end of the world has not been found agreeable to experience edward gibbon decline and fall of the roman empire end forwarded text r a hettinga mailto rah ibuc com the internet bearer underwriting corporation URL NUMBER farquhar street boston ma NUMBER usa never underestimate the power of stupid people in large groups george carlin URL ;0
 from fork admin URL mailto fork admin URL on behalf of adam l beberg if the creator didnt say you could have it without paying it s theft so simple hell that s even in all the major holy books ran across a site which claimed to explain the original meaning of the ten commandments it seems some of those meanings have evolved a bit too in particular there was a claim that the commandment on stealing was actually specifically about man stealing selling a free man into slavery certainly the us southerners were particularly sensitive to the term man stealer in a way i didn t understand yep i know he said all holy books no i don t know if this site was blowing hot air it just read like someone had done their homework URL ;0
this article from URL has been sent to you by khare URL texas pacific in addition to its multibillion dollar portfolio detailed below actually does invest in promising new companies not just turnarounds it s just that knownow is waaay to small of a part of their NUMBER NUMBERb portfolio so far rohit khare URL texas pacific goes where others fear to spend august NUMBER NUMBER by riva d atlas and edward wong it was one of the first calls david n siegel placed when he became chief executive of the beleaguered us airways last march seeking advice on how to hammer out a leaner and meaner business plan keep his planes flying and renegotiate costly contracts with the unions he flipped through his files and found the number for the texas pacific group an investment firm headed by david bonderman a former civil rights lawyer with a reputation for fixing problem companies mr siegel once a top executive at continental airlines had watched texas pacific s partners turn an investment of NUMBER million in the airline made three years after it filed for bankruptcy in NUMBER into a profit of more than NUMBER million and they had made nearly as much on their stake in america west which filed for bankruptcy in NUMBER that search for advice turned into an offer why not let texas pacific have a role in us airways revival asked richard schifter the texas pacific executive whom mr siegel reached in june mr siegel called mr schifter again and days before us airways announced its plans to file for bankruptcy two weeks ago but after it had negotiated about NUMBER million in concessions with its unions texas pacific based in fort worth and san francisco agreed to kick in NUMBER million as part of a NUMBER million loan to keep the company operating during bankruptcy it also agreed to buy NUMBER million of stock or NUMBER percent of the company and take NUMBER of NUMBER seats on the board if us airways emerges from bankruptcy unless another investor surfaces with a better offer one of the reasons we were interested is few other folks were said james coulter a partner at texas pacific in an interview after the bankruptcy filing there aren t many people around with the stomach or the knowledge to delve into the airline industry texas pacific which manages NUMBER billion thrives by buying businesses no one else wants mr coulter and mr bonderman made their names during the recession of the early NUMBER s with investments in continental and america west the firm s hallmark is to take an active hand in shaping companies sometimes ousting poor managers and tapping its extensive network of contacts for talented replacements now the partners are again looking for trouble in the last year alone texas pacific has announced or completed six acquisitions most in unloved industries like semiconductors reinsurance and airlines just last month it announced plans to buy burger king which has been losing market share for NUMBER NUMBER billion it is also bidding for bankgesellschaft berlin a large and troubled bank the most creative and potentially lucrative of these deals could be texas pacific s acquisition last november of memc electronic materials a semiconductor company for NUMBER yes just NUMBER in cash it will also guarantee a NUMBER million bank loan in the last few years most firms that specialize in leveraged buyouts the use of junk bonds bank loans and other borrowings to buy or take big stakes in companies have been largely inactive falling stock prices have made managements reluctant to sell cheaply companies that are for sale have tangled finances or face a cash squeeze texas pacific is different this is a terrific environment for them said stephen schwarzman chief executive of the blackstone group which also specializes in buyouts mark attanasio a managing director at trust company of the west which has invested with texas pacific said most other buyout firms want to buy companies that are growing you don t see many guys wanting to take on operational fixes like most other buyout firms texas pacific tries to keep its inner workings private its partners rarely grant interviews and its web site is perpetually under construction mr bonderman mr coulter and william price the third founding partner declined to be interviewed for this article mr bonderman NUMBER is known for his rumpled shirts and bright patterned socks he likes argyle socks and they tend to fall down around his ankles said henry miller an investment banker who advises troubled companies early in his career when he was a washington lawyer mr bonderman argued a case in court wearing a brown velvet suit when a texas pacific deal is being negotiated he is known for obsessively staying in touch even when he is trekking in places like pakistan nepal and most recently bhutan whenever i see a long unfamiliar phone number pop up on my caller i d i know it s david calling said one investment banker who often works with mr bonderman mr bonderman made his reputation in the NUMBER s as the chief investment officer for robert bass the texas oilman mr bonderman enriched mr bass a second time by making early bets in industries like cable television and taking stakes in troubled companies like american savings loan which had been seized by the government over nearly a decade mr bonderman s picks earned an average annual return of NUMBER percent for mr bass in NUMBER mr bonderman struck out on his own with mr coulter a former lehman brothers banker who had also worked for mr bass they teamed up later that year with mr price a veteran of ge capital capital and bain company a consulting firm to form texas pacific the three men have complementary skills investment bankers and other deal makers said mr bonderman is the master strategist and mr coulter is good at structuring deals and the detailed management of the firm s purchases mr price often recruits managers and advises on operational issues david is very much the optimist very much the deal maker said greg brenneman a former president of continental jim is very much a counterbalance to david he will sit back and ask the tough questions he will approach investments a little bit more skeptically than david does by the end of the NUMBER s texas pacific was well established in deal making it easily raised NUMBER NUMBER billion from pension funds and other investors in early NUMBER to celebrate their war chest the firm s partners rented san francisco s city hall and hired the b NUMBER s to play at a party but as the stock market began to tumble texas pacific hesitated for a NUMBER month stretch the partners made no deals they checked out some of the biggest corporate blowups including adelphia xerox and global crossing but stayed away finding the prices and the quality of the businesses untenable instead texas pacific began to hastily exit some existing investments taking more than NUMBER billion in profits during that stretch they started to cash out early in the cycle said mario giannini chief executive of hamilton lane a money management firm some of whose clients are texas pacific investors the good times of the late NUMBER s were not ideal for texas pacific it struggled to find downtrodden companies that needed its help but texas pacific did manage to spot a few diamonds in the rough it revived oxford health plans the health maintenance organization that nearly collapsed in the mid NUMBER s almost doubling its money after bringing in new managers and upgrading computer systems in NUMBER it made a NUMBER million investment in ducati motor the italian motorcycle maker whose profits have since more than quadrupled but texas pacific also stumbled usually when it bought at the top of the market texas pacific s NUMBER million investment in the j crew group the clothing retailer for which it paid a steep price of NUMBER times cash flow in NUMBER has been a disappointment so has its NUMBER purchase of bally the shoe maker which has suffered from lower demand for luxury goods texas pacific also lost more than NUMBER million on zilog a semiconductor company and favorite brands a candy maker both of which filed for bankruptcy some of these investments have taken a toll on the firm s performance texas pacific is still selling off holdings in two investment funds it raised over the last decade the first fund a NUMBER million portfolio raised in NUMBER and including investments made through march NUMBER should return more than NUMBER percent according to one texas pacific investor but its second fund NUMBER NUMBER billion raised in NUMBER could return less than half that this investor estimated since the firm had less time to take profits on these investments before the stock market sank but because texas pacific has not sold many of its holdings in the second fund profits on these investments could rebound it is hoping for example that with new management in place j crew will turn around as the economy rebounds in any case one competitor said their returns look pretty good when you consider that some other funds won t return any capital to investors but with the weak economy throwing many companies into trouble texas pacific seems poised to repeat its earlier success the investor said they should do exceptionally well he said texas pacific has a distinct style if not formula it relies on talented self sufficient managers to restructure troubled companies preferring to remain hands off except for surveillance from the boardroom when necessary it replaces managers less than a year after continental emerged from bankruptcy for example mr bonderman watched with frustration as his old friend robert r ferguson the chief executive led it to the edge of another trip to bankruptcy court continental s board where mr bonderman was chairman then brought in gordon m bethune an executive at boeing and in october NUMBER he replaced mr ferguson as chief executive mr bethune quickly did a top to bottom overhaul of the company and is now considered a great turnaround artist of the industry the biggest conflict i ve ever seen was with bob ferguson said clark onstad a former general counsel for the federal aviation administration in describing the thinking of mr bonderman whom he has known since the NUMBER braniff bankruptcy he chose bethune over his longtime friend ferguson because he thought bethune would do a better job at america west texas pacific initiated an even more extensive management overhaul this time the charge was led by mr coulter and mr schifter both directors w douglas parker the current chief executive flew to mr coulter s home in san francisco to interview for the job of chief financial officer they talked for hours and mr parker said the two men quickly realized they had somewhat kindred spirits the board replaced most senior managers at america west except william franke the chief executive who stepped down last september his restructuring plan had made the airline profitable a year and a half before it emerged from bankruptcy in august NUMBER texas pacific owns just NUMBER percent of america west worth about NUMBER NUMBER million but those are controlling shares and the group holds more than NUMBER percent of the votes these are not passive investors nor am i said donald l sturm a denver businessman who serves on continental s board with mr bonderman and mr price you re active your money is at stake your reputation is at stake after overseeing managers who worked successfully with unions at continental and america west texas pacific has a good reputation with labor that was one reason us airways was interested in a texas pacific investment said chris chiames a spokesman for the airline mr siegel wanted an investor who would be as labor friendly as possible mr chiames said but us airways can still entertain other bids this fall and marvin davis the billionaire investor from los angeles has expressed interest texas pacific s investment in burger king made with goldman sachs and bain capital was announced after two years of discussions among texas pacific s partners and the chain s franchisees even before the company which had been owned by diageo the liquor company was put up for sale said julian josephson chairman of the national franchisee association which represents most burger king franchisees we liked what they had to say about the human component of the businesses they buy mr josephson said many other owners he added are dismissive of labor at burger king texas pacific will also be working with an executive it knows burger king s chief executive is john dasburg the former chief executive of northwest airlines who met mr bonderman and his partners when northwest bought out their stake in continental in NUMBER unlike most buyout firms texas pacific remains enamored with the technology industry despite the failure of so many start ups the last two years it has focused on the semiconductor industry which like the airline industry is highly cyclical so far though results have been mixed the firm s NUMBER acquisition of the paradyne corporation which makes equipment for high speed internet connections has been a huge success texas pacific split it in two and took both parts public in the late NUMBER s selling most of its stakes for NUMBER times its investment but a much larger investment its NUMBER million acquisition of zilog the chip maker in NUMBER was made just before the economic crisis in asia caused chip prices to plummet zilog filed for bankruptcy last year texas pacific is still hoping for a turnaround at a third company on semiconductor which it acquired for NUMBER NUMBER billion three years ago it invested NUMBER million more last year its latest gamble on the industry the NUMBER deal for memc may prove the most lucrative the cost of mailing the payment to e on based in d sseldorf germany was actually more than the acquisition one executive close to the deal said texas pacific and its partners in the deal trust company of the west and leonard green partners agreed to guarantee a NUMBER million revolving line of credit texas pacific also assumed NUMBER million worth of debt most of which it swapped for more stock in the company they did a good job of timing the acquisition said nabeel gareeb the company s chief executive who noted that in the last quarter memc reported its first profit since the fourth quarter of NUMBER but texas pacific s interest in airlines is clearly sizable besides its involvement in continental america west and us airways the company plans to buy gate gourmet the catering business of the bankrupt swissair group two years ago texas pacific started a web based discount ticket service called hotwire it put up most of the NUMBER million in seed money then persuaded six airlines to invest with it said karl peterson the chief executive hotwire instead of asking consumers to bid on tickets as priceline does shows the cheapest ticket on its web site but does not reveal the exact flight and travel time until after the sale the contraction of the new economy has undoubtedly hurt hotwire which is privately owned mr peterson said that the company was still unprofitable but that texas pacific remains committed to it last spring mr peterson met mr bonderman in aspen to talk about hotwire and to go snowboarding mr bonderman seemed perfectly willing to accompany hotwire down the steep internet chute but he does have his limits on risk mr peterson discovered before going down the mountain mr bonderman strapped on a helmet URL how to advertise for information on advertising in e mail newsletters or other creative advertising opportunities with the new york times on the web please contact onlinesales URL or visit our online media kit at URL for general information about URL write to help URL copyright NUMBER the new york times company URL ;0
remember i didn t say it was necessarily a good source just that it looked good the site was URL my memory of what they said was accurate i do not have the competence to defend what they said james tauber s response indicates a breadth of knowledge i can t match original message from james tauber mailto jtauber URL sent sunday august NUMBER NUMBER NUMBER NUMBER am to johnhall evergo net fork URL subject re a biblical digression on sat NUMBER aug NUMBER NUMBER NUMBER NUMBER NUMBER john hall johnhall evergo net said ran across a site which claimed to explain the original meaning of the ten commandments it seems some of those meanings have evolved a bit too by meanings have evolved do you or they mean that the hebrew words have changed meaning or that our understanding of the hebrew words have changed or do they posit a pre mosaic form of the laws that had evolved by time of the pentateuch in particular there was a claim that the commandment on stealing was actually specifically about man stealing selling a free man into slavery this seems bogus to me a quick check of the text indicates the the hebrew word in question is ganav which elsewhere in the pentateuch eg gen NUMBER NUMBER is used to mean steal silver and gold amongst other things in july NUMBER i made the following comment in response to a similar claim about the real meaning of one of the ten commandments the translations since cause problems at each successive remove we have the original language versions though so this is not an issue i m sure most everyone is familiar with the argument that the meaning of the commandment is thou shalt not murder rather than kill this has nothing to do with successive translations it is based on our knowledge of the meaning of the hebrew word ratsach most modern translations i ve seen translate it murder but elsewhere the word is used of an animal killing a human something for which most english speakers wouldn t use the word murder URL james james tauber jtauber URL URL ;0
on sat NUMBER aug NUMBER NUMBER NUMBER NUMBER NUMBER john hall johnhall evergo net said ran across a site which claimed to explain the original meaning of the ten commandments it seems some of those meanings have evolved a bit too by meanings have evolved do you or they mean that the hebrew words have changed meaning or that our understanding of the hebrew words have changed or do they posit a pre mosaic form of the laws that had evolved by time of the pentateuch in particular there was a claim that the commandment on stealing was actually specifically about man stealing selling a free man into slavery this seems bogus to me a quick check of the text indicates the the hebrew word in question is ganav which elsewhere in the pentateuch eg gen NUMBER NUMBER is used to mean steal silver and gold amongst other things in july NUMBER i made the following comment in response to a similar claim about the real meaning of one of the ten commandments the translations since cause problems at each successive remove we have the original language versions though so this is not an issue i m sure most everyone is familiar with the argument that the meaning of the commandment is thou shalt not murder rather than kill this has nothing to do with successive translations it is based on our knowledge of the meaning of the hebrew word ratsach most modern translations i ve seen translate it murder but elsewhere the word is used of an animal killing a human something for which most english speakers wouldn t use the word murder URL james james tauber jtauber URL URL ;0
 begin pgp signed message hash shaNUMBER thugs of south boston and the revenge of the bandit princess the geodesic economy robert a hettinga sunday august NUMBER NUMBER boston when you think about it one way the fbi winter hill vs patriarcha angiulo cosa nostra fight was just another race war between thugs put crudely and at its most racist the fbi and the winter hill gang were the mostly irish thugs and patriarcha s family were of course the mostly italian thugs think scorsese s upcoming gangs of new york only with counter reformatory overtones hoover s south boston social club putsch starting in the mid NUMBER s was particularly audacious in hindsight the u s federal government actually decided to underwrite a reversal of the prohibition era capture of the nation s rackets by the italians from the irish the fact that the plot was hatched not for new york but for south boston the most irish place in the us only makes even more gigantic the big lie that was told by the fbi to its ostensible political masters about bringing down organized crime there once and for all the result as we all found out wasn t swapping the heroin of italian boston mob violence for irish methadone hoover was posthumously swapping it for oxycontin or crystal methamphetamine or more properly pcp the absolute psychopathology of violence in whitey bulger s crack cocaine era reign of boston s drug markets like the identical fbi sponsored reigns or violent horror by other also rans in cities across the us as a whole went up whole orders of magnitude not mere percentage points as stalin said once quantity has a quality all it s own and make no mistake j edgar hoover was directly responsible that quality of carnage nation wide so yes on paper at least it really was just the swapping of one gang of racist thugs for another and the result was on paper at least business as usual same stuff different century with apparently decent people like mr salvati URL accidently ground on the gears of justice like so much hamburger however to be much more macabre about it that hamburger was greasing if you will an auto de fe only a homicidal lunatic could love a perfectly functioning market legislated out of existence on paper if nowhere else by government fiat and the back door but still elitist will to power of h l mencken s famous bluenoses and busybodies it all starts like all true evil does from the most innocent of beginnings what she couldn t do to alcohol teatotaling mrs grundy then tried to do to anything else she could think of that had a smaller manageable demand the bloody result was like nine more heads of the hydra an increasingly ubiquitous universal prohibition in more markets and for more things as the NUMBERth century wore on every time some recreational drug was found to be addictive or harmful or physically distasteful or carcinogenic or now apparently fattening and then prohibited exactly the same thing happened to its markets that happened to alcohol during the volstead years a larger market than before the prohibition hugely lucrative profits for anyone with the moral stomach to violently scale newly legislated barriers to competition imposed on them by the state increasingly violent attacks by the government on users of those substances and finally the ultimate in evil the kind of evil this country actually fought wars to end increasingly coercive axe handle beatings by our own government of the sacred liberty of the average but now unavoidably law breaking citizenry as ayn rand cynically observed a long time ago you don t need government if nobody s breaking the law in some twisted corollary to parkinson s law governments to survive need more people breaking more laws or they can never justify the money they confiscate at tax time and to bring us back to the point david friedman would probably echo here his father milton s famous observation that government regulations only benefit the regulated sellers in a given market and never the consumer much less the economy as a whole even especially if those sellers are breaking the law as they are in the increasingly ubiquitous prohibition of risky behavior that our government now imposes on us and there absent the apparent grace of mr hoover went mr salvati in fact hayek himself in the road to serfdom couldn t have predicted any better the gory consequences of hoover s blatant imposition for our own good of vietnam era statist power at the neighborhood level and furthermore stalin couldn t have had better useful idiots than hoover did and neither by an absolutely literal extension did whitey bulger after hoover useful idiots on both sides of the congressional aisle idiots who were eating out of hoover s power craven hand for the entire middle of the NUMBERth century and whitey bulger s hand whether they knew it or not until the end of the millennium a time you ll notice which saw the increasingly steady imposition of mob violence and market control from both state and illegal interests way beyond the imaginings of even the most power mad rum running stock kiting movie flopping bureau pumping nazi appeasing irish bostonian little caesar or as for that matter his safely trust funded and now strictly political descendents in terms of actual financial economics think of what happened to mr salvati and the others dead or alive as a transfer price in human lives of the inevitable consequence of macnamara style vietnam era keynesian social cost input output accounting at its most despicable and you can almost begin to fathom the atrocity that was committed by hoover and his co religionists in state economic control in the name of what really was as you ll now agree just a race war between thugs up in boston this shouldn t be a surprise really all race wars are at least fought by thugs though they re usually conceived elsewhere and endorsed at the time by all the right people for all the right reasons as far as the fbi itself goes remember mancur olson s observation that a prince is just a stationary bandit though given his penchant for women s clothing for other men and what s actually obscene for violently hypocritical treatment of people of his own affectional preference i suppose we can call j edgar hoover a bandit princess instead bandit queen of course would be a grievous insult to queens and real bandits everywhere cheers rah URL pagewanted print position top the new york times august NUMBER NUMBER hoover s f b i and the mafia case of bad bedfellows grows by fox butterfield boston aug NUMBER it was march NUMBER in the early days of j edgar hoover s war against the mafia f b i agents say congressional investigators eavesdropped on a conversation in the headquarters of new england s organized crime boss raymond patriarca two gangsters joseph barboza and vincent flemmi wanted mr patriarca s permission to kill a small time hoodlum edward deegan as they were having a problem with him according to an f b i log of the conversation patriarca ultimately furnished this o k the f b i reported and three days later mr deegan turned up dead in an alley shot six times it was an extraordinary situation the federal bureau of investigation had evidence ahead of time that two well known gangsters were planning a murder and that the head of the new england mafia was involved but when indictments in the case were handed down in NUMBER the real killers who also happened to be informers for the f b i were left alone four other men were tried convicted and sentenced to death or life in prison for the murder though they had had nothing to do with it one joseph salvati who spent NUMBER years in prison filed notice with the justice department last week that he planned to sue the f b i for NUMBER million for false imprisonment his is the latest in a series of lawsuits against the f b i the justice department and some f b i agents growing out of the tangled corrupt collaboration between gangsters and the f b i s boston office in its effort to bring down the mob the lawsuits are based on evidence uncovered in the last five years in a judicial hearing and a justice department inquiry but some of the most explosive evidence has only recently come to light including documents detailing conversation in which mr patriarca approved the murder they were released as part of an investigation by the house committee on government reform which has pressured the department into turning over records about the f b i in boston the documents show that officials at f b i headquarters apparently including mr hoover knew as long ago as NUMBER that boston agents were employing killers and gang leaders as informers and were protecting them from prosecution j edgar hoover crossed over the line and became a criminal himself said vincent garo mr salvati s lawyer he allowed a witness to lie to put an innocent man in prison so he could protect one of his informants mr barboza was a crucial witness at trial against mr salvati and may have implicated him because mr salvati owed NUMBER to a loan shark who worked for mr barboza asked about the documents showing that mr hoover knew of mr salvati s innocence when he was put on trial gail marcinkiewicz a spokeswoman for the f b i in boston declined to comment citing the pending litigation a justice department task force is continuing to investigate misconduct in the boston office in one of the first results of the investigation one retired agent john j connolly is awaiting sentencing next month after being convicted of racketeering and obstruction of justice for helping two other mob leaders who were f b i informers james bulger and stephen flemmi vincent and stephen flemmi are brothers the government reform committee led by representative dan burton republican of indiana has uncovered memorandums from the boston office to headquarters in washington revealing the bureau s knowledge that vincent flemmi and mr barboza were involved in killing mr deegan a memorandum a week after the killing described the crime including who fired the first shot then on june NUMBER NUMBER mr hoover s office demanded to know what progress was being made in developing vincent flemmi as an informer in a reply five days later the special agent in charge of the boston office said that mr flemmi was in a hospital recovering from gunshot wounds but because of his connections to mr patriarca potentially could be an excellent informant the agent also informed mr hoover that mr flemmi was known to have killed seven men and from all indications he is going to continue to commit murder nevertheless the agent said the informant s potential outweighs the risk involved a congressional investigator called the exchange chilling the most frightening part is that after being warned about flemmi s murders the director does not even respond the investigator said there is no message not to use a murderer as a government informant the origin of the corruption scandal was public and political pressure on mr hoover to move more forcefully against the growing power of the mafia which he had largely ignored in boston f b i agents recruited mr barboza and mr flemmi and developed close ties to a rival criminal organization the winter hill gang led by mr bulger both sides got what they wanted according to the investigations and the trial of mr connolly the f b i got information that eventually helped destroy the patriarca and angiulo families which controlled organized crime in new england mr bulger s gang was able to take over the rackets in boston sell drugs and even commit murder while the f b i looked the other way one reason the f b i may not have used its information about mr patriarca s involvement in the deegan murder congressional investigators say is that it came from an illegal listening device in his providence r i headquarters the f b i agent who transcribed the conversation made it appear that the information was coming from unnamed informants to disguise the use of the device the investigators say mr salvati a former truck driver now NUMBER had his sentence commuted in NUMBER by gov william f weld last year while he was still on parole his murder conviction was dismissed by a massachusetts state judge after the justice department task force made public documents suggesting his innocence two of the other wrongly convicted men died in prison their survivors have joined the fourth man peter limone in a NUMBER million lawsuit against the justice department mr limone was sentenced to die in the electric chair his life was spared only when massachusetts outlawed the death penalty in NUMBER mr salvati lives in a modest apartment in boston s north end with his wife marie who visited him in prison every week during those NUMBER years each week mr salvati sent her a romantic card which she put on the television set it was mr garo said all they had of each other begin pgp signature version pgp NUMBER NUMBER iqa awubpwmbNUMBERspxhNUMBERjfNUMBERohaeqlNUMBERqgcgxhqNUMBEReeNUMBERuesnvNUMBERuNUMBERwgvmjfNUMBERkNUMBERsNUMBERanNUMBERrb NUMBERsrsgomwjndwiakoehofnhpi oeld end pgp signature r a hettinga mailto rah ibuc com the internet bearer underwriting corporation URL NUMBER farquhar street boston ma NUMBER usa however it may deserve respect for its usefulness and antiquity predicting the end of the world has not been found agreeable to experience edward gibbon decline and fall of the roman empire URL ;0
 from what i read the rest of it looked quite good so it does seem odd they would make the seemingly incorrect blanket statement about the hebrew for steal one possibility is that the page is a summary of information gathered from a variety of sources of varying qualities james on sun NUMBER aug NUMBER NUMBER NUMBER NUMBER NUMBER john hall johnhall evergo net said remember i didn t say it was necessarily a good source just that it looked good the site was URL my memory of what they said was accurate i do not have the competence to defend what they said james tauber s response indicates a breadth of knowledge i can t match james tauber jtauber URL URL ;0
does anyone here know if the computational recreations columns from scientific american in the NUMBER s NUMBER s were compiled into a book or two i think i remember martin gardner publishing the earlier mathematical recreations in a couple of hard covers but i m unsure about the later column help ross URL ;0
hire a really talented skywriter to doodle nudie pics in the sky and see if they figure out what to charge you with exactly how far into the sky does the border of your local district reach if the creator didnt say you could have it without paying it s theft so simple hell that s even in all the major holy books wow i ve got a great idea i ll hire a skywriter to write you can t look at this without paying then lock up everybody who looked at it and didn t pay it can t fail jesus is on my side URL ;0
on NUMBER aug NUMBER rosso wrote does anyone here know if the computational recreations columns from scientific american in the NUMBER s NUMBER s were compiled into a book or two i think i remember martin gardner publishing the earlier mathematical recreations in a couple of hard covers but i m unsure about the later column help not sure about mg though i know pretty much everything he penned got into print at one time or another sa needs to do what national geo did and put out thier back issues on cd post mg in the NUMBER s there were the colums by a k dewdney that i dug a bunch put into a book called turing omnibus and then there is of course all the goodens put out by dougy hoffstadler URL ;0
r a hettinga wrote and then there was the one from prairie home companion q why is a viola larger than a violin a it just looks that way because a violin player s head is bigger suggested variation q why does the concertmaster play a smaller violin than the rest of the violinists a it just looks that way because his head is bigger c c c URL ;0
adam l beberg wrote fair use needs to be clarified a bit that s an understatement how else do i ever have hope of finding a job working for someone that makes things people are supposed to drumroll pay for well you could damn well get a fucking better attitude i practically handed you a job the other week and you pissed all over me i m done helping you you have joined a very exclusive club that up to now has only had my sister as a member joe URL ;0
so last night around NUMBER NUMBERam i m woken up by a loud craaack followed by one of the most dreaded sounds a homeowner ever hears vast quantities of water spilling onto the floor the water is coming from the bathroom the toilet specifically turns out the water cistern on the top of the toilet had cracked down the side and was spilling out all the water so after shutting off the water and mopping up i was left to ponder what are the odds of having mechanical failure of a large rectangular porcelain bowl in the absence of any visible stressors like someone striking it with a sledgehammer we hadn t done anything unusual to the toilet in the recent past just normal use i ve never heard of this happening to anyone i know the guts yeah they fail all the time but the storage bowl never geesh jim URL ;0
on mon NUMBER aug NUMBER jim whitehead wrote a sledgehammer we hadn t done anything unusual to the toilet in the recent past just normal use i ve never heard of this happening to anyone i know the guts yeah they fail all the time but the storage bowl never do you have any tesla nuts inthe hood them hooligans and thier beams URL ;0
at NUMBER NUMBER am NUMBER NUMBER NUMBER NUMBER adam l beberg wrote if the creator didnt say you could have it without paying it s theft so simple hell that s even in all the major holy books in which world are we talking about that may be true for the first sale but once something is out in the world the creator loses control if i buy a chair you built and then decide to give it away to my neighbor by you re definition he just stole from you fair use needs to be clarified a bit and then i hope they start locking people up how else do i ever have hope of finding a job working for someone that makes things people are supposed to drumroll pay for why is it that people don t understand that giving stuff away is a perfectly acceptable tactic in capitalist businesses in many places it s called advertising buy one get one free free shipping on any order over NUMBER buy this couch and get a coffee table for free free popcorn with any movie rental free doorprize to the first NUMBER people who enter the author will be signing books for free at such and such bookstore access to free stuff often helps to sell other stuff just because you and the entertainment industry it seems can t be creative enough to come up with a business model to leverage free stuff into paid stuff don t take it out on the rest of us mike URL ;0
on mon NUMBER NUMBER NUMBER at NUMBER NUMBER mike masnick wrote in which world are we talking about that may be true for the first sale but once something is out in the world the creator loses control if i buy a chair you built and then decide to give it away to my neighbor by you re definition he just stole from you there are specific statutory exemptions to the first sale principle of fair use in the us for example audio recordings have such an exemption dating from the early NUMBERs iirc which is why you can t legally be in the business of renting audio cds the creators can control what you do with it after they ve sold it to you certain industries would like to extend similar exemptions to other products there is no theoretical limit to what congress could revoke such privileges on access to free stuff often helps to sell other stuff just because you and the entertainment industry it seems can t be creative enough to come up with a business model to leverage free stuff into paid stuff don t take it out on the rest of us the problem with the entertainment industry is that they engage in business and pricing tactics that make anything microsoft was ever accused of pale in comparison if they can t figure out how to make money doing something they ll actually burn money to make sure no industry outsider can either for all intents and purposes control is more important than maximizing profit as long as they can make a profit they don t need your carrot so they only engage in reasonable business behavior when you are carrying a very large stick and few people swing a stick large enough they are being chronically investigated by the doj for anti trust collusion and similar activities but that is mostly just for show which isn t to say that the entertainment industry won t fall victim to its own stupidity but their ability to do arbitrary and capricious price manipulation with impunity is going to make it a slow decline james rogers jamesr URL URL ;0
